Cruise:METAVAR:TEXT:21	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees East]	Latitude [degrees North]	Bot. Depth [m]	Depth [m]	Temperature [°C]	Salinity [psu]	Conductivity [mS/cm]	OxcyGd [%]	Oxygen [ml/l]	RedOx [V]	Sound [m/s]	Sigma [kg/m3]	DiscSecciDepth [m]	Color	Dredge Conc [mg/l]	SST [°C]	Potential Temperature ~$q~# [°C]:DOUBLE	In situ Density Anomaly [kg/m~^3]:DOUBLE
							37.02	4.772	7.603	999999	64.1	5.48	0.195	1435.54	6.2	4.5	9	999999	999999	4.7711	6.25264
							37.41	4.712	7.604	999999	64.7	5.53	0.195	1435.28	6.205	4.5	9	999999	999999	4.7111	6.25761
							37.8	4.609	7.622	999999	65.2	5.59	0.195	1434.85	6.224	4.5	9	999999	999999	4.6081	6.27751
							38.18	4.51	7.609	999999	65.9	5.67	0.195	1434.4	6.22	4.5	9	999999	999999	4.5091	6.27258
							38.55	4.342	7.632	999999	66.1	5.71	0.195	1433.6899	6.245	4.5	9	999999	999999	4.3412	6.29817
							38.94	4.241	7.65	999999	66.3	5.74	0.195	1433.27	6.265	4.5	9	999999	999999	4.2402	6.31749
							39.31	4.124	7.606	999999	66.3	5.75	0.195	1432.6899	6.235	4.5	9	999999	999999	4.1233	6.28798
							39.69	3.937	7.617	999999	66.6	5.81	0.195	1431.87	6.25	4.5	9	999999	999999	3.9363	6.30369
							40.1	3.753	7.624	999999	66.9	5.87	0.195	1431.0601	6.262	4.5	9	999999	999999	3.7524	6.31582
							40.53	3.644	7.662	999999	67.4	5.92	0.195	1430.62	6.297	4.5	9	999999	999999	3.6434	6.35054
							40.96	3.702	7.706	999999	67.7	5.94	0.195	1430.95	6.333	4.5	9	999999	999999	3.7014	6.38625
							41.4	3.824	7.686	999999	68.1	5.96	0.196	1431.48	6.316	4.5	9	999999	999999	3.8233	6.36965
							41.83	3.859	7.695	999999	68.5	5.99	0.196	1431.65	6.324	4.5	9	999999	999999	3.8583	6.37803
							42.22	3.895	7.703	999999	68.8	6.01	0.196	1431.83	6.332	4.5	9	999999	999999	3.8943	6.38536
							42.65	3.917	7.703	999999	69.1	6.03	0.196	1431.9399	6.334	4.5	9	999999	999999	3.9163	6.38691
							43.05	3.926	7.711	999999	69.4	6.06	0.196	1432	6.342	4.5	9	999999	999999	3.9253	6.39498
							43.47	3.939	7.714	999999	69.8	6.09	0.196	1432.0601	6.345	4.5	9	999999	999999	3.9383	6.39908
							43.88	3.934	7.718	999999	70.2	6.12	0.196	1432.05	6.351	4.5	9	999999	999999	3.9332	6.4044
							44.28	3.924	7.722	999999	70.5	6.15	0.196	1432.02	6.356	4.5	9	999999	999999	3.9232	6.4098
							44.68	3.892	7.747	999999	70.9	6.19	0.196	1431.92	6.379	4.5	9	999999	999999	3.8912	6.43241
							45.06	3.914	7.753	999999	71	6.19	0.196	1432.03	6.385	4.5	9	999999	999999	3.9132	6.43845
							45.46	3.911	7.765	999999	71.6	6.24	0.196	1432.04	6.396	4.5	9	999999	999999	3.9102	6.45001
							45.82	3.946	7.799	999999	71.9	6.27	0.196	1432.24	6.425	4.5	9	999999	999999	3.9452	6.47777
							46.19	3.971	7.8	999999	72.2	6.29	0.196	1432.37	6.427	4.5	9	999999	999999	3.9702	6.47971
							46.58	3.934	7.76	999999	72.4	6.31	0.196	1432.15	6.397	4.5	9	999999	999999	3.9332	6.45095
							46.98	3.751	7.765	999999	72.6	6.36	0.196	1431.34	6.408	4.5	9	999999	999999	3.7503	6.46153
							47.37	3.331	7.821	999999	73.2	6.48	0.196	1429.51	6.463	4.5	9	999999	999999	3.3305	6.51671
							47.76	3.322	7.894	999999	73.7	6.52	0.196	1429.5699	6.523	4.5	9	999999	999999	3.3215	6.57675
							48.14	3.283	7.881	999999	74	6.55	0.196	1429.38	6.515	4.5	9	999999	999999	3.2825	6.569
							48.51	3.203	7.939	999999	74.3	6.6	0.196	1429.09	6.565	4.5	9	999999	999999	3.2025	6.61825
							48.87	3.31	8.047	999999	74.6	6.6	0.197	1429.73	6.651	4.5	9	999999	999999	3.3094	6.70391
							49.18	3.478	8.086	999999	74.8	6.58	0.197	1430.55	6.68	4.5	9	999999	999999	3.4773	6.73307
							49.4	3.54	8.105	999999	74.6	6.56	0.197	1430.86	6.695	4.5	9	999999	999999	3.5393	6.74788
							49.51	3.569	8.092	999999	74.2	6.52	0.197	1430.98	6.685	4.5	9	999999	999999	3.5683	6.73747
							49.58	3.574	8.083	999999	74.3	6.52	0.196	1430.99	6.678	4.5	9	999999	999999	3.5733	6.73056
							49.63	3.572	8.098	999999	74.8	6.57	0.196	1431	6.69	4.5	9	999999	999999	3.5713	6.74275
							49.66	3.572	8.114	999999	75.3	6.61	0.196	1431.02	6.702	4.5	9	999999	999999	3.5713	6.75558
							49.71	3.578	8.123	999999	75.7	6.64	0.195	1431.0601	6.71	4.5	9	999999	999999	3.5773	6.76283
							49.75	3.586	8.129	999999	76.1	6.68	0.195	1431.1	6.715	4.5	9	999999	999999	3.5853	6.7676
							49.77	3.587	8.126	999999	76.5	6.71	0.195	1431.11	6.713	4.5	9	999999	999999	3.5863	6.7653
							49.78	3.557	8.105	999999	76.9	6.76	0.195	1430.9399	6.696	4.5	9	999999	999999	3.5563	6.74938
							49.79	3.527	8.18	999999	78	6.85	0.192	1430.9	6.757	4.5	9	999999	999999	3.5263	6.80957
							49.81	3.539	8.192	999999	78	6.85	0.192	1430.97	6.767	4.5	9	999999	999999	3.5383	6.81892
							49.82	3.529	8.112	999999	77.7	6.83	0.19	1430.8199	6.703	4.5	9	999999	999999	3.5283	6.75575
Lastochka4	last69	C	2006-09-28T12:34			44	0.49	17.471	6.98	999999	44.1	2.83	0.211	1482.41	4.029	3	14	999999	999999	17.4709	4.08408
							0.52	17.471	6.98	999999	43.6	2.8	0.211	1482.41	4.029	3	14	999999	999999	17.4709	4.08422
							0.53	17.47	6.981	999999	43.3	2.78	0.211	1482.41	4.03	3	14	999999	999999	17.4699	4.08522
							0.62	17.47	6.98	999999	47.6	3.05	0.21	1482.41	4.03	3	14	999999	999999	17.4699	4.08488
							0.85	17.472	6.981	999999	48.5	3.11	0.21	1482.42	4.031	3	14	999999	999999	17.4719	4.08631
							1.12	17.473	6.977	999999	48.9	3.14	0.21	1482.42	4.029	3	14	999999	999999	17.4728	4.08433
							1.44	17.464	6.979	999999	48.9	3.14	0.21	1482.4	4.033	3	14	999999	999999	17.4638	4.08906
							1.7	17.464	6.978	999999	48.7	3.13	0.21	1482.41	4.034	3	14	999999	999999	17.4638	4.0895
							1.87	17.464	6.978	999999	48.8	3.13	0.21	1482.41	4.035	3	14	999999	999999	17.4637	4.09028
							2	17.464	6.978	999999	49	3.14	0.21	1482.41	4.036	3	14	999999	999999	17.4637	4.09088
							2.11	17.464	6.978	999999	49.3	3.16	0.21	1482.41	4.036	3	14	999999	999999	17.4637	4.09139
							2.2	17.464	6.979	999999	49.5	3.17	0.21	1482.42	4.037	3	14	999999	999999	17.4637	4.09257
							2.29	17.464	6.975	999999	49.6	3.18	0.21	1482.41	4.035	3	14	999999	999999	17.4637	4.08994
							2.39	17.456	6.974	999999	49.6	3.18	0.21	1482.39	4.036	3	14	999999	999999	17.4557	4.09119
							2.51	17.449	6.975	999999	49.7	3.19	0.21	1482.37	4.038	3	14	999999	999999	17.4487	4.09385
							2.63	17.446	6.977	999999	49.8	3.19	0.21	1482.36	4.041	3	14	999999	999999	17.4456	4.0965
							2.76	17.45	6.977	999999	50	3.21	0.21	1482.38	4.041	3	14	999999	999999	17.4496	4.09633
							2.95	17.453	6.979	999999	50.2	3.22	0.21	1482.39	4.043	3	14	999999	999999	17.4526	4.09815
							3.2	17.457	6.979	999999	50.4	3.24	0.21	1482.41	4.043	3	14	999999	999999	17.4566	4.09853
							3.53	17.462	6.98	999999	50.6	3.25	0.21	1482.4301	4.044	3	14	999999	999999	17.4615	4.09985
							3.9	17.463	6.978	999999	50.8	3.26	0.21	1482.4399	4.045	3	14	999999	999999	17.4625	4.09985
							4.3	17.462	6.978	999999	51.1	3.28	0.21	1482.4399	4.047	3	14	999999	999999	17.4614	4.10189
							4.7	17.459	6.979	999999	51.3	3.29	0.21	1482.4399	4.049	3	14	999999	999999	17.4584	4.10507
							5.08	17.458	6.978	999999	51.3	3.29	0.21	1482.4399	4.051	3	14	999999	999999	17.4573	4.10626
							5.42	17.456	6.979	999999	51	3.27	0.21	1482.4399	4.053	3	14	999999	999999	17.4553	4.10897
							5.71	17.456	6.975	999999	50.5	3.24	0.21	1482.4399	4.052	3	14	999999	999999	17.4552	4.10728
							6.01	17.445	6.979	999999	50.1	3.21	0.21	1482.42	4.058	3	14	999999	999999	17.4442	4.11381
							6.3	17.447	6.978	999999	50.1	3.21	0.21	1482.4301	4.059	3	14	999999	999999	17.4462	4.11401
							6.56	17.449	6.977	999999	50.2	3.22	0.21	1482.4399	4.059	3	14	999999	999999	17.4481	4.11407
							6.8	17.446	6.977	999999	50.4	3.23	0.209	1482.4301	4.06	3	14	999999	999999	17.4451	4.11575
							7.08	17.443	6.978	999999	50.7	3.25	0.209	1482.4301	4.063	3	14	999999	999999	17.442	4.11838
							7.42	17.444	6.976	999999	51	3.28	0.209	1482.4301	4.063	3	14	999999	999999	17.443	4.11824
							7.79	17.436	6.976	999999	51.3	3.29	0.209	1482.41	4.066	3	14	999999	999999	17.435	4.12148
							8.2	17.431	6.977	999999	51.6	3.31	0.209	1482.4	4.07	3	14	999999	999999	17.4299	4.1251
							8.61	17.427	6.976	999999	51.8	3.33	0.209	1482.4	4.071	3	14	999999	999999	17.4258	4.127
							9.01	17.364	6.975	999999	52.1	3.35	0.21	1482.2	4.085	3	14	999999	999999	17.3628	4.14017
							9.46	17.288	6.981	999999	52.4	3.37	0.21	1481.97	4.106	3	14	999999	999999	17.2867	4.16133
							9.93	17.228	6.988	999999	52.6	3.39	0.21	1481.79	4.125	3	14	999999	999999	17.2267	4.18025
							10.38	17.182	6.998	999999	52.8	3.41	0.21	1481.66	4.143	3	14	999999	999999	17.1806	4.19866
							10.85	17.158	7.006	999999	53	3.42	0.21	1481.6	4.156	3	14	999999	999999	17.1566	4.21146
							11.26	17.148	7.02	999999	53.1	3.43	0.21	1481.59	4.17	3	14	999999	999999	17.1465	4.22589
							11.66	17.137	7.028	999999	53.2	3.43	0.21	1481.5699	4.18	3	14	999999	999999	17.1355	4.2359
							12.04	17.119	7.034	999999	53.3	3.44	0.21	1481.52	4.19	3	14	999999	999999	17.1174	4.24562
							12.32	17.099	7.041	999999	53.5	3.45	0.21	1481.47	4.201	3	14	999999	999999	17.0974	4.25601
							12.67	17.078	7.055	999999	53.6	3.46	0.21	1481.42	4.216	3	14	999999	999999	17.0763	4.27224
							13.04	17.019	7.09	999999	53.7	3.47	0.21	1481.28	4.256	3	14	999999	999999	17.0173	4.31167
							13.43	16.957	7.114	999999	53.9	3.49	0.211	1481.11	4.288	3	14	999999	999999	16.9552	4.34336
							13.87	16.909	7.127	999999	54.1	3.5	0.211	1480.97	4.309	3	14	999999	999999	16.9072	4.36427
							14.32	16.892	7.137	999999	54.2	3.52	0.211	1480.9399	4.322	3	14	999999	999999	16.8901	4.37713
							14.77	16.891	7.155	999999	54.3	3.52	0.211	1480.96	4.337	3	14	999999	999999	16.8891	4.39309
							15.18	16.907	7.159	999999	54.4	3.53	0.211	1481.03	4.339	3	14	999999	999999	16.905	4.39504
							15.52	16.903	7.153	999999	54.5	3.53	0.211	1481.01	4.338	3	14	999999	999999	16.901	4.3928
							15.91	16.875	7.145	999999	54.6	3.54	0.211	1480.92	4.338	3	14	999999	999999	16.8729	4.39375
							16.29	16.839	7.157	999999	54.8	3.55	0.211	1480.8199	4.356	3	14	999999	999999	16.8369	4.41135
							16.69	16.817	7.165	999999	54.9	3.56	0.211	1480.77	4.368	3	14	999999	999999	16.8148	4.42338
							17.14	16.799	7.168	999999	55	3.57	0.211	1480.71	4.376	3	14	999999	999999	16.7968	4.43109
							17.59	16.779	7.175	999999	55.2	3.58	0.211	1480.67	4.387	3	14	999999	999999	16.7767	4.44221
							18.03	16.783	7.204	999999	55.3	3.59	0.211	1480.72	4.41	3	14	999999	999999	16.7807	4.46557
							18.54	16.807	7.208	999999	55.4	3.6	0.211	1480.8101	4.411	3	14	999999	999999	16.8046	4.4665
							19	16.82	7.208	999999	55.6	3.61	0.211	1480.86	4.41	3	14	999999	999999	16.8175	4.46621
							19.46	16.822	7.207	999999	55.7	3.61	0.211	1480.87	4.412	3	14	999999	999999	16.8195	4.46721
							19.94	16.82	7.209	999999	55.8	3.62	0.211	1480.88	4.416	3	14	999999	999999	16.8174	4.47132
							20.33	16.816	7.211	999999	55.8	3.62	0.211	1480.87	4.42	3	14	999999	999999	16.8134	4.47539
							20.76	16.807	7.209	999999	55.9	3.63	0.211	1480.85	4.422	3	14	999999	999999	16.8043	4.47753
							21.15	16.789	7.206	999999	56	3.64	0.211	1480.79	4.424	3	14	999999	999999	16.7862	4.48041
							21.58	16.769	7.206	999999	56.1	3.65	0.211	1480.74	4.431	3	14	999999	999999	16.7662	4.48611
							22.04	16.728	7.203	999999	56.3	3.66	0.211	1480.6	4.438	3	14	999999	999999	16.7251	4.49357
							22.52	16.665	7.211	999999	56.4	3.67	0.211	1480.41	4.458	3	14	999999	999999	16.6621	4.51353
							23	16.631	7.222	999999	56.5	3.68	0.211	1480.3199	4.474	3	14	999999	999999	16.628	4.53039
							23.42	16.578	7.213	999999	56.7	3.7	0.212	1480.14	4.48	3	14	999999	999999	16.575	4.53524
							23.86	16.371	7.133	999999	56.9	3.73	0.212	1479.38	4.458	3	14	999999	999999	16.368	4.51417
							24.32	15.518	7.096	999999	57.4	3.83	0.212	1476.48	4.583	3	14	999999	999999	15.5151	4.63879
							24.73	14.457	7.168	999999	57.8	3.95	0.213	1472.9301	4.817	3	14	999999	999999	14.4543	4.87194
							25.12	13.594	7.16	999999	58.1	4.04	0.214	1469.89	4.947	3	14	999999	999999	13.5914	5.00164
							25.57	12.522	7.163	999999	58.4	4.16	0.215	1466.03	5.106	3	14	999999	999999	12.5196	5.16052
							25.94	11.035	7.186	999999	64.6	4.75	0.215	1460.52	5.318	3	14	999999	999999	11.0329	5.3717
							26.4	9.749	7.292	999999	58	4.4	0.216	1455.7	5.547	3	14	999999	999999	9.7471	5.60014
							26.87	8.879	7.261	999999	60.5	4.68	0.217	1452.23	5.611	3	14	999999	999999	8.8773	5.66409
							27.34	8.095	7.382	999999	61.4	4.83	0.217	1449.22	5.777	3	14	999999	999999	8.0935	5.82966
							27.8	7.618	7.428	999999	60.9	4.85	0.218	1447.3199	5.854	3	14	999999	999999	7.6166	5.90595
							28.28	7.095	7.375	999999	60.6	4.89	0.218	1445.09	5.852	3	14	999999	999999	7.0937	5.90516
							28.74	6.397	7.453	999999	60.4	4.96	0.218	1442.26	5.961	3	14	999999	999999	6.3958	6.01396
							29.21	6.021	7.506	999999	62.1	5.14	0.219	1440.73	6.028	3	14	999999	999999	6.0199	6.07963
							29.66	5.838	7.548	999999	62.7	5.22	0.219	1440	6.073	3	14	999999	999999	5.837	6.12475
							30.11	5.793	7.563	999999	61.6	5.13	0.219	1439.83	6.089	3	14	999999	999999	5.792	6.14111
							30.55	5.721	7.561	999999	60.6	5.06	0.219	1439.52	6.093	3	14	999999	999999	5.72	6.14542
							30.98	5.632	7.56	999999	60.8	5.08	0.219	1439.15	6.099	3	14	999999	999999	5.631	6.15124
							31.4	5.581	7.568	999999	61.6	5.16	0.219	1438.9399	6.11	3	14	999999	999999	5.58	6.16213
							31.83	5.559	7.571	999999	61.8	5.17	0.219	1438.86	6.115	3	14	999999	999999	5.558	6.16767
							32.26	5.539	7.569	999999	61.7	5.17	0.219	1438.77	6.117	3	14	999999	999999	5.538	6.16917
							32.69	5.508	7.57	999999	61.8	5.18	0.219	1438.65	6.121	3	14	999999	999999	5.507	6.17356
							33.14	5.44	7.561	999999	62	5.21	0.219	1438.35	6.119	3	14	999999	999999	5.439	6.17193
							33.61	5.338	7.571	999999	61.9	5.21	0.219	1437.9301	6.134	3	14	999999	999999	5.337	6.18688
							33.98	5.28	7.568	999999	61.8	5.21	0.219	1437.67	6.136	3	14	999999	999999	5.279	6.18897
							34.34	5.139	7.544	999999	62	5.25	0.219	1437.03	6.125	3	14	999999	999999	5.138	6.17805
							34.68	4.927	7.575	999999	62.3	5.3	0.22	1436.15	6.161	3	14	999999	999999	4.9261	6.21301
							35.04	4.829	7.59	999999	62.7	5.35	0.22	1435.74	6.178	3	14	999999	999999	4.8281	6.23049
							35.45	4.759	7.6	999999	63.1	5.39	0.22	1435.45	6.19	3	14	999999	999999	4.7581	6.24308
							35.89	4.766	7.615	999999	63.5	5.42	0.22	1435.51	6.204	3	14	999999	999999	4.7651	6.25681
							36.36	4.733	7.594	999999	63.9	5.46	0.22	1435.34	6.191	3	14	999999	999999	4.7321	6.24378
							36.84	4.678	7.619	999999	64.2	5.5	0.22	1435.14	6.215	3	14	999999	999999	4.6771	6.26792
							37.29	4.656	7.62	999999	64.1	5.49	0.22	1435.05	6.219	3	14	999999	999999	4.6551	6.27173
							37.76	4.629	7.623	999999	65.1	5.58	0.22	1434.9399	6.224	3	14	999999	999999	4.6281	6.27738
							38.18	4.615	7.63	999999	65.9	5.65	0.22	1434.9	6.233	3	14	999999	999999	4.6141	6.28548
							38.61	4.615	7.63	999999	66	5.66	0.22	1434.9	6.235	3	14	999999	999999	4.6141	6.28759
							39.03	4.613	7.635	999999	66.2	5.68	0.22	1434.91	6.241	3	14	999999	999999	4.6121	6.29367
							39.47	4.602	7.632	999999	66.6	5.71	0.22	1434.86	6.241	3	14	999999	999999	4.6011	6.29385
							39.9	4.542	7.628	999999	66.9	5.75	0.22	1434.6	6.242	3	14	999999	999999	4.5411	6.29493
							40.33	4.474	7.639	999999	67.2	5.78	0.22	1434.3101	6.255	3	14	999999	999999	4.4731	6.30808
							40.78	4.421	7.642	999999	67.6	5.82	0.22	1434.09	6.262	3	14	999999	999999	4.4201	6.31444
							41.24	4.359	7.671	999999	68	5.87	0.22	1433.86	6.289	3	14	999999	999999	4.3581	6.34167
							41.64	4.398	7.67	999999	68.3	5.89	0.22	1434.04	6.288	3	14	999999	999999	4.3971	6.34156
							42.09	4.401	7.665	999999	68.6	5.91	0.22	1434.05	6.286	3	14	999999	999999	4.4001	6.33972
							42.5	4.39	7.667	999999	68.9	5.94	0.22	1434.01	6.291	3	14	999999	999999	4.3891	6.34368
							42.89	4.364	7.679	999999	69.3	5.98	0.22	1433.91	6.303	3	14	999999	999999	4.3631	6.35594
							43.27	4.245	7.724	999999	69.7	6.03	0.22	1433.45	6.344	3	14	999999	999999	4.2441	6.39718
							43.7	4.19	7.756	999999	70.1	6.07	0.22	1433.25	6.373	3	14	999999	999999	4.1891	6.4263
							44.15	4.132	7.779	999999	70.5	6.12	0.22	1433.03	6.396	3	14	999999	999999	4.1312	6.44846
							44.59	4.068	7.805	999999	70.9	6.16	0.22	1432.78	6.42	3	14	999999	999999	4.0672	6.47307
							44.99	4.089	7.873	999999	71.2	6.18	0.22	1432.97	6.476	3	14	999999	999999	4.0881	6.52825
							45.39	4.155	7.884	999999	71.7	6.21	0.22	1433.28	6.484	3	14	999999	999999	4.1541	6.53695
							45.68	4.163	7.889	999999	71.8	6.22	0.178	1433.33	6.49	3	14	999999	999999	4.1621	6.54209
							45.84	4.162	7.89	999999	71.9	6.23	0.145	1433.33	6.491	3	14	999999	999999	4.1611	6.54369
							45.9	4.164	7.895	999999	72.2	6.25	0.129	1433.35	6.495	3	14	999999	999999	4.1631	6.54788
							45.94	4.167	7.9	999999	72.5	6.28	0.121	1433.37	6.499	3	14	999999	999999	4.1661	6.55195
							45.97	4.169	7.903	999999	72.8	6.3	0.116	1433.38	6.502	3	14	999999	999999	4.1681	6.5544
							46	4.169	7.906	999999	73.1	6.33	0.113	1433.39	6.504	3	14	999999	999999	4.1681	6.55693
							46.01	4.172	7.911	999999	73.3	6.34	0.111	1433.4	6.508	3	14	999999	999999	4.1711	6.56084
							46.05	4.173	7.922	999999	73.5	6.36	0.111	1433.4301	6.517	3	14	999999	999999	4.1721	6.56971
							46.06	4.175	7.927	999999	73.8	6.38	0.112	1433.4399	6.521	3	14	999999	999999	4.1741	6.57365
							46.07	4.179	7.921	999999	74	6.41	0.113	1433.45	6.517	3	14	999999	999999	4.1781	6.56883
							46.08	4.176	7.929	999999	74.6	6.46	0.118	1433.45	6.523	3	14	999999	999999	4.1751	6.5753
							46.09	4.18	7.937	999999	75.6	6.54	0.147	1433.48	6.528	3	14	999999	999999	4.1791	6.58156
							46.1	4.177	7.975	999999	76.3	6.6	0.165	1433.51	6.559	3	14	999999	999999	4.1761	6.61176
Lastochka4	last74	C	2006-09-28T14:32			45	-0.03	17.501	6.899	999999	37.4	2.4	0.176	1482.41	3.959	2.5	11	999999	999999	17.501	4.01438
							0.04	17.515	6.896	999999	37.3	2.39	0.175	1482.45	3.954	2.5	11	999999	999999	17.515	4.00973
							0.08	17.52	6.893	999999	37.4	2.39	0.175	1482.46	3.951	2.5	11	999999	999999	17.52	4.00667
							0.1	17.521	6.894	999999	37.1	2.38	0.175	1482.47	3.952	2.5	11	999999	999999	17.521	4.00733
							0.11	17.522	6.894	999999	37	2.37	0.175	1482.47	3.952	2.5	11	999999	999999	17.522	4.00719
							0.15	17.523	6.898	999999	43	2.75	0.174	1482.48	3.955	2.5	11	999999	999999	17.523	4.01021
							0.3	17.524	6.897	999999	43.9	2.81	0.174	1482.48	3.955	2.5	11	999999	999999	17.524	4.00995
							0.48	17.522	6.898	999999	44.9	2.88	0.174	1482.48	3.956	2.5	11	999999	999999	17.5219	4.01193
							0.65	17.521	6.897	999999	45.5	2.92	0.174	1482.48	3.957	2.5	11	999999	999999	17.5209	4.01215
							0.81	17.521	6.897	999999	46.7	2.99	0.174	1482.48	3.958	2.5	11	999999	999999	17.5209	4.01289
							0.99	17.52	6.897	999999	47.5	3.04	0.174	1482.48	3.959	2.5	11	999999	999999	17.5199	4.01391
							1.18	17.52	6.897	999999	48	3.08	0.174	1482.49	3.959	2.5	11	999999	999999	17.5198	4.01479
							1.37	17.519	6.897	999999	48.4	3.1	0.174	1482.49	3.96	2.5	11	999999	999999	17.5188	4.01586
							1.55	17.519	6.897	999999	48.7	3.12	0.174	1482.49	3.961	2.5	11	999999	999999	17.5188	4.01669
							1.72	17.519	6.896	999999	49	3.14	0.174	1482.49	3.961	2.5	11	999999	999999	17.5188	4.01672
							1.9	17.517	6.897	999999	49.2	3.15	0.174	1482.49	3.963	2.5	11	999999	999999	17.5167	4.01869
							2.07	17.518	6.896	999999	49.4	3.17	0.174	1482.49	3.963	2.5	11	999999	999999	17.5177	4.01853
							2.24	17.518	6.896	999999	49.6	3.18	0.174	1482.49	3.964	2.5	11	999999	999999	17.5177	4.01931
							2.41	17.517	6.898	999999	49.9	3.2	0.174	1482.49	3.966	2.5	11	999999	999999	17.5167	4.02181
							2.61	17.518	6.897	999999	50	3.2	0.174	1482.5	3.966	2.5	11	999999	999999	17.5176	4.02178
							2.82	17.519	6.897	999999	50.2	3.21	0.174	1482.51	3.967	2.5	11	999999	999999	17.5186	4.02255
							3.05	17.519	6.897	999999	50.2	3.22	0.174	1482.51	3.968	2.5	11	999999	999999	17.5186	4.02362
							3.28	17.519	6.897	999999	50.4	3.23	0.174	1482.52	3.969	2.5	11	999999	999999	17.5186	4.02468
							3.53	17.517	6.897	999999	50.6	3.24	0.174	1482.51	3.971	2.5	11	999999	999999	17.5165	4.02622
							3.74	17.517	6.898	999999	50.6	3.24	0.174	1482.52	3.972	2.5	11	999999	999999	17.5165	4.02795
							3.95	17.517	6.897	999999	50.2	3.22	0.174	1482.52	3.973	2.5	11	999999	999999	17.5165	4.02816
							4.14	17.517	6.897	999999	50	3.21	0.174	1482.52	3.974	2.5	11	999999	999999	17.5164	4.02903
							4.33	17.517	6.898	999999	49.9	3.2	0.174	1482.53	3.975	2.5	11	999999	999999	17.5164	4.03067
							4.51	17.515	6.901	999999	49.9	3.2	0.174	1482.53	3.978	2.5	11	999999	999999	17.5144	4.03417
							4.71	17.492	6.905	999999	50	3.21	0.174	1482.46	3.987	2.5	11	999999	999999	17.4914	4.04256
							4.94	17.481	6.908	999999	49.8	3.19	0.174	1482.4301	3.992	2.5	11	999999	999999	17.4803	4.04802
							5.17	17.476	6.91	999999	49.9	3.2	0.174	1482.42	3.996	2.5	11	999999	999999	17.4753	4.05156
							5.41	17.473	6.911	999999	50.2	3.22	0.174	1482.42	3.998	2.5	11	999999	999999	17.4723	4.05401
							5.67	17.469	6.915	999999	50.5	3.24	0.174	1482.41	4.003	2.5	11	999999	999999	17.4682	4.05902
							5.95	17.464	6.929	999999	50.7	3.26	0.174	1482.42	4.016	2.5	11	999999	999999	17.4632	4.07191
							6.25	17.449	6.942	999999	50.8	3.26	0.174	1482.39	4.03	2.5	11	999999	999999	17.4482	4.08605
							6.54	17.44	6.968	999999	50.9	3.27	0.174	1482.4	4.053	2.5	11	999999	999999	17.4391	4.10887
							6.85	17.432	7	999999	51.2	3.28	0.174	1482.41	4.08	2.5	11	999999	999999	17.4311	4.13614
							7.13	17.429	7.025	999999	51.4	3.3	0.174	1482.4399	4.102	2.5	11	999999	999999	17.428	4.157
							7.41	17.428	7.031	999999	51.6	3.31	0.174	1482.4399	4.107	2.5	11	999999	999999	17.427	4.16304
							7.7	17.427	7.032	999999	51.8	3.32	0.174	1482.45	4.109	2.5	11	999999	999999	17.426	4.16533
